pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
ST,2023-10-04,86.1,-1.5,5.64,"Kerkering, Orion",542932,689147,field_out,hit_into_play,,,,,6,Jon Berti flies out to center fielder Johan Rojas.,F,R,R,PHI,MIA,X,8,fly_ball,0,2,2023,1.51,0.07,0.61,2.41,,,,2,8,Top,141.69,46.7,,,,,1.943227785689007,-125.36440101109616,-1.5402966058797176,15.398529500939484,27.402165353909258,-31.32640229257772,3.4,1.58,379,98.3,32,85.4,2943,6.0,748575,592663,547180,681082,664761,607208,665506,679032,592206,54.53,0.306,0.548,0.0,1,0,0,5,58,3,Sweeper,7,0,0,7,0,7,0,7,Standard,Standard,63,0.0,-0.065,,,1.066,0.065,98.3,7,-7,0.999,0.001,22,33,22,33,1,2,4,1,3,,3.02,-1.51,-1.51,26.7
ST,2023-10-04,86.9,-1.71,5.62,"Kerkering, Orion",542932,689147,,called_strike,,,,,4,Jon Berti flies out to center fielder Johan Rojas.,F,R,R,PHI,MIA,S,,,0,1,2023,1.5,-0.09,-0.47,2.63,,,,2,8,Top,,,,,,,-0.0917295539030456,-126.4729156899555,-0.7367195566049034,16.004211692234556,28.21364616521978,-33.22624976674368,3.45,1.58,,,,86.3,3011,6.1,748575,592663,547180,681082,664761,607208,665506,679032,592206,54.37,,,,,,,,58,2,Sweeper,7,0,0,7,0,7,0,7,Standard,Standard,61,0.0,-0.023,,,,0.023,,7,-7,0.999,0.001,22,33,22,33,1,2,4,1,3,,3.13,-1.5,-1.5,27.2
SI,2023-10-04,97.2,-1.15,5.81,"Kerkering, Orion",542932,689147,,called_strike,,,,,5,Jon Berti flies out to center fielder Johan Rojas.,F,R,R,PHI,MIA,S,,,0,0,2023,-1.54,1.02,0.18,2.78,,,,2,8,Top,,,,,,,7.130044613012382,-141.2578897185002,-4.905596665085566,-22.27947925782888,34.05391992295307,-17.54678973410321,3.5,1.58,,,,97.3,2430,6.6,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.95,,,,,,,,58,1,Sinker,7,0,0,7,0,7,0,7,Standard,Standard,228,0.0,-0.017,,,,0.017,,7,-7,0.999,0.001,22,33,22,33,1,2,4,1,3,,1.41,1.54,1.54,35.0
ST,2023-10-04,87.6,-1.48,5.64,"Kerkering, Orion",660821,689147,strikeout,swinging_strike,,,,,14,Jesus Sanchez strikes out swinging.,F,L,R,PHI,MIA,S,2,,0,2,2023,1.41,0.07,1.25,1.89,,,,1,8,Top,,,,,,,3.648919625010387,-127.56851909729863,-3.034878203858927,14.58088839381058,27.88070077932803,-31.003046391506356,3.57,1.69,,,,87.1,3013,6.1,748575,592663,547180,681082,664761,607208,665506,679032,592206,54.41,,0.0,0.0,1,0,0,,57,3,Sweeper,7,0,0,7,0,7,0,7,Strategic,Standard,61,0.001,-0.107,,,,0.107,,7,-7,0.998,0.002,22,25,22,26,1,2,4,1,3,,2.91,-1.41,1.41,26.0
FF,2023-10-04,98.3,-1.06,5.99,"Kerkering, Orion",660821,689147,,foul,,,,,1,Jesus Sanchez strikes out swinging.,F,L,R,PHI,MIA,S,,,0,1,2023,-0.92,1.31,-0.71,3.03,,,,1,8,Top,,,,,,,3.11215023056661,-143.07910968417357,-5.577711839130815,-13.382974952504686,33.775098599868755,-13.127196301496472,3.57,1.69,155,83.1,11,98.4,2351,6.4,748575,592663,547180,681082,664761,607208,665506,679032,592206,54.14,,,,,,,,57,2,4-Seam Fastball,7,0,0,7,0,7,0,7,Standard,Standard,226,0.0,-0.036,,,,0.036,88.0,7,-7,0.998,0.002,22,25,22,26,1,2,4,1,3,,1.05,0.92,-0.92,38.9
ST,2023-10-04,87.5,-1.69,5.65,"Kerkering, Orion",660821,689147,,called_strike,,,,,4,Jesus Sanchez strikes out swinging.,F,L,R,PHI,MIA,S,,,0,0,2023,1.33,-0.13,-0.48,2.47,,,,1,8,Top,,,,,,,0.1743897616666453,-127.4547493141106,-1.2424277633479206,14.46134135843402,26.770302103823013,-33.581292334418144,3.61,1.69,,,,87.3,2955,6.1,748575,592663,547180,681082,664761,607208,665506,679032,592206,54.37,,,,,,,,57,1,Sweeper,7,0,0,7,0,7,0,7,Standard,Standard,64,0.0,-0.026,,,,0.026,,7,-7,0.998,0.002,22,25,22,26,1,2,4,1,3,,3.11,-1.33,1.33,27.9
ST,2023-10-04,86.8,-1.6,5.58,"Kerkering, Orion",650559,689147,field_out,hit_into_play,,,,,6,Bryan De La Cruz flies out to center fielder Johan Rojas.,F,R,R,PHI,MIA,X,8,fly_ball,1,1,2023,1.25,-0.06,0.48,2.42,,,,0,8,Top,108.89,84.05,,,,,2.4342362472162127,-126.40684749101958,-1.245371107364936,12.837390820353772,26.21013192971365,-32.76576960024583,3.42,1.65,289,89.2,43,86.6,2990,6.1,748575,592663,547180,681082,664761,607208,665506,679032,592206,54.37,0.006,0.005,0.0,1,0,0,3,56,3,Sweeper,7,0,0,7,0,7,0,7,Standard,Standard,59,0.001,-0.228,,,0.006,0.228,89.2,7,-7,0.997,0.003,22,26,22,27,1,2,4,1,3,,3.08,-1.25,-1.25,27.3
ST,2023-10-04,86.3,-1.62,5.62,"Kerkering, Orion",650559,689147,,called_strike,,,,,7,Bryan De La Cruz flies out to center fielder Johan Rojas.,F,R,R,PHI,MIA,S,,,1,0,2023,1.23,-0.11,-0.29,2.04,,,,0,8,Top,,,,,,,0.6632882613583486,-125.82230851867224,-2.093508402975327,13.00849618674439,24.86591294681128,-33.18268817219208,3.71,1.68,,,,86.3,2934,6.1,748575,592663,547180,681082,664761,607208,665506,679032,592206,54.41,,,,,,,,56,2,Sweeper,7,0,0,7,0,7,0,7,Standard,Standard,62,0.0,-0.046,,,,0.046,,7,-7,0.997,0.003,22,26,22,27,1,2,4,1,3,,3.16,-1.23,-1.23,28.0
FF,2023-10-04,98.0,-0.93,6.1,"Kerkering, Orion",650559,689147,,ball,,,,,11,Bryan De La Cruz flies out to center fielder Johan Rojas.,F,R,R,PHI,MIA,B,,,0,0,2023,-0.97,1.26,-0.97,4.07,,,,0,8,Top,,,,,,,2.136987837709168,-142.73883700727427,-2.9247655422713277,-13.71770067202443,32.22472592469591,-14.427466721350491,3.42,1.65,,,,98.2,2313,6.3,748575,592663,547180,681082,664761,607208,665506,679032,592206,54.19,,,,,,,,56,1,4-Seam Fastball,7,0,0,7,0,7,0,7,Standard,Standard,225,0.0,0.036,,,,-0.036,,7,-7,0.997,0.003,22,26,22,27,1,2,4,1,3,,1.1,0.97,0.97,38.9
SL,2023-10-04,88.0,-1.77,5.48,"Chargois, JT",592663,608638,field_out,hit_into_play,,,,,8,J.T. Realmuto flies out to left fielder Bryan De La Cruz.,F,R,R,PHI,MIA,X,7,fly_ball,0,1,2023,0.02,0.19,-0.17,1.83,607208,,547180,2,7,Bot,59.98,95.78,,,,,3.8488723077398577,-128.04970622855535,-3.1096542546242754,-0.6370950967673815,27.070999812237464,-29.64844661514423,3.69,1.73,303,89.5,40,87.8,2600,6.2,748575,607732,605137,650333,669394,542932,650559,665862,660821,54.3,0.011,0.017,0.0,1,0,0,3,55,2,Slider,7,0,7,0,0,7,7,0,Standard,Standard,207,0.0,-0.431,,,0.029,0.431,89.5,7,7,0.997,0.997,32,32,33,32,1,3,4,1,,3,2.76,-0.02,-0.02,30.2
SL,2023-10-04,86.0,-1.95,5.4,"Chargois, JT",592663,608638,,foul,,,,,9,J.T. Realmuto flies out to left fielder Bryan De La Cruz.,F,R,R,PHI,MIA,S,,,0,0,2023,-0.07,0.12,0.58,2.07,607208,,547180,2,7,Bot,,,,,,,6.1357781610480995,-125.119785964537,-1.899842374264205,-1.9999650343622115,25.32478750445468,-30.733059665751192,3.69,1.73,198,69.4,26,85.9,2416,6.3,748575,607732,605137,650333,669394,542932,650559,665862,660821,54.24,,,,,,,,55,1,Slider,7,0,7,0,0,7,7,0,Standard,Standard,107,0.0,-0.088,,,,0.088,88.0,7,7,0.997,0.997,32,32,33,32,1,3,4,1,,3,2.96,0.07,0.07,26.5
SI,2023-10-04,96.8,-1.72,5.61,"Chargois, JT",664761,608638,field_out,hit_into_play,,,,,4,"Alec Bohm grounds out, shortstop Jon Berti to first baseman Josh Bell.",F,R,R,PHI,MIA,X,6,ground_ball,1,0,2023,-1.45,0.78,-0.35,2.57,607208,,,1,7,Bot,114.31,162.89,,,,,6.977229754327102,-140.8538662102446,-4.341500912078283,-20.921332008533145,31.08778642908198,-21.003706581962092,3.58,1.62,4,95.3,-34,96.8,2195,6.2,748575,607732,605137,650333,669394,542932,650559,665862,660821,54.3,0.066,0.059,0.0,1,0,0,2,53,2,Sinker,7,0,7,0,0,7,7,0,Strategic,Standard,230,-0.001,-0.384,,,0.072,0.384,95.3,7,7,0.998,0.998,32,26,33,27,1,3,4,1,,3,1.65,1.45,1.45,30.9
SI,2023-10-04,96.5,-1.73,5.64,"Chargois, JT",664761,608638,,ball,,,,,14,"Alec Bohm grounds out, shortstop Jon Berti to first baseman Josh Bell.",F,R,R,PHI,MIA,B,,,0,0,2023,-1.55,0.52,1.22,2.02,,607208,,1,7,Bot,,,,,,,11.342195621355732,-140.0639015546587,-5.255807748123353,-22.933621210507603,30.567949923138844,-24.25126983766968,3.79,1.78,,,,96.5,2202,6.4,748575,607732,605137,650333,669394,542932,650559,665862,660821,54.14,,,,,,,,53,1,Sinker,7,0,7,0,0,7,7,0,Standard,Standard,229,0.0,0.042,,,,-0.042,,7,7,0.998,0.998,32,26,33,27,1,3,4,1,,3,1.93,1.55,1.55,29.3
SI,2023-10-04,97.1,-1.71,5.57,"Chargois, JT",607208,608638,double,hit_into_play,,,,,5,Trea Turner doubles (2) on a fly ball to center fielder Jazz Chisholm Jr.,F,R,R,PHI,MIA,X,8,fly_ball,1,1,2023,-1.55,0.62,-0.26,2.43,,,,1,7,Bot,108.22,45.32,,,,,7.427161886281541,-141.3061575374143,-4.307727243434126,-22.488084913578348,30.993942995750206,-23.075616587629323,3.44,1.7,393,98.6,25,97.1,2263,6.2,748575,607732,605137,650333,669394,542932,650559,665862,660821,54.32,0.449,0.665,1.25,1,1,1,6,52,3,Sinker,7,0,7,0,0,7,7,0,Standard,Strategic,228,0.001,0.425,,,1.217,-0.425,98.6,7,7,0.997,0.997,32,30,33,30,1,3,4,1,,3,1.79,1.55,1.55,31.6
SL,2023-10-04,86.3,-1.86,5.38,"Chargois, JT",607208,608638,,foul,,,,,14,Trea Turner doubles (2) on a fly ball to center fielder Jazz Chisholm Jr.,F,R,R,PHI,MIA,S,,,1,0,2023,0.11,0.03,0.32,1.15,,,,1,7,Bot,,,,,,,4.929354336121841,-125.58894384943078,-3.8870100017815057,0.1678968780018928,26.50319712348879,-31.20102719332798,3.44,1.7,1,70.8,-47,85.9,2382,6.1,748575,607732,605137,650333,669394,542932,650559,665862,660821,54.36,,,,,,,,52,2,Slider,7,0,7,0,0,7,7,0,Standard,Strategic,53,0.0,-0.031,,,,0.031,88.0,7,7,0.997,0.997,32,30,33,30,1,3,4,1,,3,3.04,-0.11,-0.11,26.4
SI,2023-10-04,97.4,-1.68,5.58,"Chargois, JT",607208,608638,,ball,,,,,14,Trea Turner doubles (2) on a fly ball to center fielder Jazz Chisholm Jr.,F,R,R,PHI,MIA,B,,,0,0,2023,-1.33,0.85,1.1,2.48,,,,1,7,Bot,,,,,,,10.468814269760344,-141.4348845288124,-4.766959089157045,-20.186329452471934,30.457309052953157,-19.864157091998965,3.61,1.7,,,,97.2,2246,6.1,748575,607732,605137,650333,669394,542932,650559,665862,660821,54.36,,,,,,,,52,1,Sinker,7,0,7,0,0,7,7,0,Standard,Strategic,231,0.0,0.025,,,,-0.025,,7,7,0.997,0.997,32,30,33,30,1,3,4,1,,3,1.55,1.33,1.33,29.6
SL,2023-10-04,82.5,2.78,6.04,"Nardi, Andrew",656941,677053,strikeout,called_strike,,,,,6,Kyle Schwarber called out on strikes.,F,L,L,PHI,MIA,S,2,,0,2,2023,-0.89,0.43,0.31,2.4,,,,0,7,Bot,,,,,,,-3.894997977821928,-120.0854047825268,-2.6050100483414553,-7.821379274605827,23.288903451611613,-27.742008887680136,3.4,1.58,,,,82.9,2376,6.5,748575,607732,605137,650333,669394,542932,650559,665862,660821,53.99,,0.0,0.0,1,0,0,,51,3,Slider,7,0,7,0,0,7,7,0,Infield shade,Standard,300,0.0,-0.152,,,,0.152,,7,7,0.997,0.997,24,30,25,30,1,3,4,1,,3,2.92,-0.89,-0.89,47.7
SL,2023-10-04,81.2,2.73,6.04,"Nardi, Andrew",656941,677053,,swinging_strike,,,,,13,Kyle Schwarber called out on strikes.,F,L,L,PHI,MIA,S,,,0,1,2023,-1.33,0.22,-0.91,1.3,,,,0,7,Bot,,,,,,,-5.625272542826081,-118.0745820269938,-4.397896565651455,-11.316085705717583,23.176973245739376,-29.473525666708586,3.3,1.58,,,,81.4,2386,6.5,748575,607732,605137,650333,669394,542932,650559,665862,660821,53.96,,,,,,,,51,2,Slider,7,0,7,0,0,7,7,0,Infield shade,Standard,302,0.0,-0.049,,,,0.049,,7,7,0.997,0.997,24,30,25,30,1,3,4,1,,3,3.25,-1.33,-1.33,46.2
SL,2023-10-04,81.9,3.05,6.0,"Nardi, Andrew",656941,677053,,called_strike,,,,,6,Kyle Schwarber called out on strikes.,F,L,L,PHI,MIA,S,,,0,0,2023,-0.94,0.11,0.37,2.65,,,,0,7,Bot,,,,,,,-4.2506227575858695,-119.197950745134,-1.202017349104297,-8.129943557669392,23.8397490642449,-31.06688261145362,3.42,1.58,,,,82.3,2229,6.6,748575,607732,605137,650333,669394,542932,650559,665862,660821,53.85,,,,,,,,51,1,Slider,7,0,7,0,0,7,7,0,Infield shade,Standard,302,0.0,-0.038,,,,0.038,,7,7,0.997,0.997,24,30,25,30,1,3,4,1,,3,3.29,-0.94,-0.94,46.0
KC,2023-10-04,80.2,-2.01,5.11,"Nola, Aaron",669394,605400,force_out,hit_into_play,,,,,8,"Jake Burger grounds into a force out, third baseman Alec Bohm to second baseman Bryson Stott.   Josh Bell out at 2nd.",F,R,R,PHI,MIA,X,5,ground_ball,1,2,2023,0.98,-1.1,-0.07,1.9,,,605137,2,7,Top,100.6,166.46,,,,,2.4606256386681835,-116.64610354365485,1.775106169588354,8.35055171154855,24.29631237671352,-42.72279524708009,3.27,1.54,6,91.5,-18,80.6,2620,6.9,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.64,0.131,0.128,0.0,1,0,0,2,50,4,Knuckle Curve,7,0,0,7,0,7,0,7,Standard,Standard,60,0.001,-0.174,,,0.145,0.174,91.5,7,-7,0.996,0.004,30,27,30,27,3,2,8,1,7,,4.68,-0.98,-0.98,18.9
KC,2023-10-04,81.8,-2.03,5.03,"Nola, Aaron",669394,605400,,ball,,,,,14,"Jake Burger grounds into a force out, third baseman Alec Bohm to second baseman Bryson Stott.   Josh Bell out at 2nd.",F,R,R,PHI,MIA,B,,,0,2,2023,0.95,-0.89,0.84,1.0,,,605137,2,7,Top,,,,,,,4.638234628218773,-119.05119393729716,-0.7584291908554828,8.10152393034803,24.149339815724183,-40.6391773449021,3.45,1.55,,,,81.9,2640,6.5,748575,592663,547180,681082,664761,607208,665506,679032,592206,54.02,,,,,,,,50,3,Knuckle Curve,7,0,0,7,0,7,0,7,Standard,Standard,61,0.0,0.017,,,,-0.017,,7,-7,0.996,0.004,30,27,30,27,3,2,8,1,7,,4.31,-0.95,-0.95,17.5
SI,2023-10-04,91.9,-1.91,5.1,"Nola, Aaron",669394,605400,,foul,,,,,13,"Jake Burger grounds into a force out, third baseman Alec Bohm to second baseman Bryson Stott.   Josh Bell out at 2nd.",F,R,R,PHI,MIA,S,,,0,1,2023,-1.6,0.82,-0.95,1.69,,,605137,2,7,Top,,,,,,,5.960169973282247,-133.62321214696354,-4.549052988301592,-20.38778104351264,30.32051371612862,-21.618230792262928,3.27,1.54,22,106.0,-3,92.7,2343,6.9,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.59,,,,,,,,50,2,Sinker,7,0,0,7,0,7,0,7,Standard,Standard,230,0.0,-0.046,,,,0.046,106.0,7,-7,0.996,0.004,30,27,30,27,3,2,8,1,7,,1.9,1.6,1.6,17.1
KC,2023-10-04,80.5,-1.97,5.1,"Nola, Aaron",669394,605400,,swinging_strike,,,,,9,"Jake Burger grounds into a force out, third baseman Alec Bohm to second baseman Bryson Stott.   Josh Bell out at 2nd.",F,R,R,PHI,MIA,S,,,0,0,2023,1.21,-0.91,0.65,1.6,,,605137,2,7,Top,,,,,,,3.5193583558316353,-117.18468337643024,0.7201306507646579,10.322434878801038,24.813035255986023,-40.91614230495029,3.27,1.54,,,,80.4,2714,6.5,748575,592663,547180,681082,664761,607208,665506,679032,592206,54.02,,,,,,,,50,1,Knuckle Curve,7,0,0,7,0,7,0,7,Standard,Standard,61,0.0,-0.038,,,,0.038,,7,-7,0.996,0.004,30,27,30,27,3,2,8,1,7,,4.46,-1.21,-1.21,19.7
FF,2023-10-04,94.0,-1.97,5.18,"Nola, Aaron",665862,605400,field_out,hit_into_play,,,,,11,Jazz Chisholm Jr.  flies out sharply to center fielder Johan Rojas.,F,L,R,PHI,MIA,X,8,fly_ball,3,2,2023,-1.19,1.17,-0.99,3.37,,,605137,1,7,Top,88.51,47.08,,,,,5.230038544470043,-136.8099608682163,-1.5476831637221475,-16.09913811681049,32.49519049594458,-17.42650740545646,3.51,1.62,386,100.4,26,94.5,2373,6.8,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.73,0.5,0.81,0.0,1,0,0,6,49,6,4-Seam Fastball,7,0,0,7,0,7,0,7,Infield shade,Standard,230,0.003,-0.373,,,1.542,0.373,100.4,7,-7,0.993,0.007,30,25,30,25,3,2,8,1,7,,1.43,1.19,-1.19,22.0
CH,2023-10-04,86.2,-1.95,4.87,"Nola, Aaron",665862,605400,,ball,,,,,13,Jazz Chisholm Jr.  flies out sharply to center fielder Johan Rojas.,F,L,R,PHI,MIA,B,,,2,2,2023,-1.35,0.42,-0.2,0.94,,,605137,1,7,Top,,,,,,,6.9343263830919835,-125.37461033999192,-3.970311339270322,-15.681408027675054,25.47199848356106,-27.110442209764017,3.76,1.73,,,,86.7,1553,6.7,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.84,,,,,,,,49,5,Changeup,7,0,0,7,0,7,0,7,Infield shade,Standard,257,0.0,0.099,,,,-0.099,,7,-7,0.993,0.007,30,25,30,25,3,2,8,1,7,,2.65,1.35,-1.35,8.6
KC,2023-10-04,80.1,-2.2,5.12,"Nola, Aaron",665862,605400,,blocked_ball,,,,,14,Jazz Chisholm Jr.  flies out sharply to center fielder Johan Rojas.,F,L,R,PHI,MIA,B,,,1,2,2023,1.1,-0.98,0.73,0.14,,,605137,1,7,Top,,,,,,,4.42705090163032,-116.5756558886782,-2.396088593677185,9.038283522311184,23.964048168407206,-40.7860509236011,3.79,1.68,,,,80.7,2707,6.9,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.58,,,,,,,,49,4,Knuckle Curve,7,0,0,7,0,7,0,7,Infield shade,Standard,54,0.0,0.055,,,,-0.055,,7,-7,0.993,0.007,30,25,30,25,3,2,8,1,7,,4.56,-1.1,1.1,20.8
FF,2023-10-04,92.9,-1.94,5.15,"Nola, Aaron",665862,605400,,swinging_strike,,,,,11,Jazz Chisholm Jr.  flies out sharply to center fielder Johan Rojas.,F,L,R,PHI,MIA,S,,,1,1,2023,-1.15,1.33,-1.2,3.28,,,605137,1,7,Top,,,,,,,4.473167172257425,-135.2370910129921,-1.931199050213476,-15.150075978872776,29.152634258420427,-15.67076798326138,3.51,1.62,,,,93.8,2255,6.8,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.74,,,,,,,,49,3,4-Seam Fastball,7,0,0,7,0,7,0,7,Infield shade,Standard,229,0.0,-0.065,,,,0.065,,7,-7,0.993,0.007,30,25,30,25,3,2,8,1,7,,1.31,1.15,-1.15,18.8
KC,2023-10-04,78.8,-2.11,5.15,"Nola, Aaron",665862,605400,,ball,,,,,13,Jazz Chisholm Jr.  flies out sharply to center fielder Johan Rojas.,F,L,R,PHI,MIA,B,,,0,1,2023,1.2,-1.01,-1.12,1.78,,,605137,1,7,Top,,,,,,,-0.0997560821273127,-114.6623346618086,1.4405696077832246,10.57892068542122,22.947256413240165,-41.53709259628611,3.71,1.68,,,,78.8,2655,6.5,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.99,,,,,,,,49,2,Knuckle Curve,7,0,0,7,0,7,0,7,Standard,Standard,58,0.0,0.03,,,,-0.03,,7,-7,0.993,0.007,30,25,30,25,3,2,8,1,7,,4.7,-1.2,1.2,21.2
FF,2023-10-04,90.2,-2.06,5.14,"Nola, Aaron",665862,605400,,called_strike,,,,,7,Jazz Chisholm Jr.  flies out sharply to center fielder Johan Rojas.,F,L,R,PHI,MIA,S,,,0,0,2023,-1.12,1.07,-0.73,2.08,,,605137,1,7,Top,,,,,,,5.729365174296223,-131.18255140711366,-3.9600796294561103,-14.117419551226776,27.36347672034444,-19.18583813755427,3.81,1.73,,,,90.9,2034,6.7,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.79,,,,,,,,49,1,4-Seam Fastball,7,0,0,7,0,7,0,7,Standard,Standard,230,0.0,-0.05,,,,0.05,,7,-7,0.993,0.007,30,25,30,25,3,2,8,1,7,,1.73,1.12,-1.12,19.4
CH,2023-10-04,86.2,-1.95,4.95,"Nola, Aaron",605137,605400,force_out,hit_into_play,,,,,7,"Josh Bell grounds into a force out, first baseman Bryce Harper to shortstop Trea Turner.   Jorge Soler out at 2nd.    Josh Bell to 1st.",F,L,R,PHI,MIA,X,3,ground_ball,1,1,2023,-1.5,0.19,-0.69,1.69,,,624585,0,7,Top,147.21,170.6,,,,,6.0884185680929725,-125.39035362777848,-1.8894193487062656,-17.01001250269361,26.31348316066655,-29.98973340766369,3.75,1.79,3,64.1,-29,86.9,1609,6.8,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.67,0.051,0.049,0.0,1,0,0,2,48,3,Changeup,7,0,0,7,0,7,0,7,Strategic,Standard,254,0.005,-0.507,,,0.058,0.507,88.0,7,-7,0.988,0.012,30,30,30,31,3,2,8,1,7,,2.89,1.5,-1.5,16.9
SI,2023-10-04,90.7,-2.0,5.02,"Nola, Aaron",605137,605400,,called_strike,,,,,8,"Josh Bell grounds into a force out, first baseman Bryce Harper to shortstop Trea Turner.   Jorge Soler out at 2nd.    Josh Bell to 1st.",F,L,R,PHI,MIA,S,,,1,0,2023,-1.54,0.68,-0.21,1.84,,,624585,0,7,Top,,,,,,,7.861862412165784,-131.86383933360997,-3.5098395774226585,-19.60897753717148,28.33070934067114,-23.639052959900315,3.92,1.79,,,,91.6,2200,6.9,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.59,,,,,,,,48,2,Sinker,7,0,0,7,0,7,0,7,Strategic,Standard,230,0.0,-0.063,,,,0.063,,7,-7,0.988,0.012,30,30,30,31,3,2,8,1,7,,2.09,1.54,-1.54,20.0
CH,2023-10-04,85.5,-1.94,4.94,"Nola, Aaron",605137,605400,,ball,,,,,13,"Josh Bell grounds into a force out, first baseman Bryce Harper to shortstop Trea Turner.   Jorge Soler out at 2nd.    Josh Bell to 1st.",F,L,R,PHI,MIA,B,,,0,0,2023,-1.27,-0.03,-0.95,1.31,,,624585,0,7,Top,,,,,,,4.951511558998664,-124.50894525517285,-2.2356731501680533,-14.169270463320329,24.805795910107335,-32.25984399894543,3.79,1.79,,,,86.7,1488,7.0,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.53,,,,,,,,48,1,Changeup,7,0,0,7,0,7,0,7,Standard,Standard,251,0.0,0.045,,,,-0.045,,7,-7,0.988,0.012,30,30,30,31,3,2,8,1,7,,3.14,1.27,-1.27,17.2
KC,2023-10-04,80.0,-1.98,5.19,"Nola, Aaron",624585,605400,single,hit_into_play,,,,,14,Jorge Soler singles on a line drive to left fielder Cristian Pache.,F,R,R,PHI,MIA,X,7,line_drive,1,2,2023,1.13,-0.63,0.61,1.24,,,,0,7,Top,88.21,94.33,,,,,3.6381325228842503,-116.4761055823806,-0.8131608201611801,9.55120240720449,22.06084563285384,-37.96725694310702,3.54,1.69,219,78.1,20,81.1,2454,7.0,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.49,0.951,0.883,0.9,1,1,0,4,47,5,Knuckle Curve,7,0,0,7,0,7,0,7,Standard,Standard,57,-0.005,0.453,,,1.044,-0.453,88.0,7,-7,0.993,0.007,30,31,30,31,3,2,8,1,7,,4.19,-1.13,-1.13,23.5
KC,2023-10-04,81.0,-1.86,5.2,"Nola, Aaron",624585,605400,,foul,,,,,14,Jorge Soler singles on a line drive to left fielder Cristian Pache.,F,R,R,PHI,MIA,S,,,1,2,2023,1.16,-0.74,1.23,2.07,,,,0,7,Top,,,,,,,4.726932000993011,-117.88235267674956,1.127676371776128,9.824708103976931,24.0238537779332,-39.48263864806377,3.54,1.69,65,66.4,6,81.6,2709,6.8,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.66,,,,,,,,47,4,Knuckle Curve,7,0,0,7,0,7,0,7,Standard,Standard,58,0.0,0.0,,,,0.0,88.0,7,-7,0.993,0.007,30,31,30,31,3,2,8,1,7,,4.23,-1.16,-1.16,24.6
KC,2023-10-04,79.4,-2.01,5.16,"Nola, Aaron",624585,605400,,swinging_strike,,,,,9,Jorge Soler singles on a line drive to left fielder Cristian Pache.,F,R,R,PHI,MIA,S,,,1,1,2023,1.19,-0.89,0.83,1.68,,,,0,7,Top,,,,,,,4.045966119838367,-115.5544625133182,0.9220142380668834,9.738348595845515,23.347678860876115,-40.50771018365929,3.54,1.69,,,,80.6,2676,7.3,748575,592663,547180,681082,664761,607208,665506,679032,592206,53.23,,,,,,,,47,3,Knuckle Curve,7,0,0,7,0,7,0,7,Standard,Standard,60,0.0,-0.055,,,,0.055,,7,-7,0.993,0.007,30,31,30,31,3,2,8,1,7,,4.53,-1.19,-1.19,24.2
